2015-08-28,全銘柄日足,http://k-db.com/
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
1472-T,NEXT FUNDS JPX日経400ダブルインバース・インデックス連動型上場投信,東証,その他,4090,4110,4000,4040,1995,8092285
1491-T,中外鉱業,東証2部,非鉄金属,28,29,28,29,152000,4310100
1514-T,住石ホールディングス,東証1部,鉱業,105,107,104,105,327800,34692600
1515-T,日鉄鉱業,東証1部,鉱業,533,555,533,545,144000,78669000
1518-T,三井松島産業,東証1部,鉱業,126,127,124,125,780000,97957000
1518-F,三井松島産業,福証,鉱業,-,-,-,-,0,0
1540-T,純金上場信託（現物国内保管型）,東証,その他,4300,4315,4285,4305,38594,166018725
1541-T,純プラチナ上場信託（現物国内保管型）,東証,その他,3795,3820,3795,3810,9905,37715170
1542-T,純銀上場信託（現物国内保管型）,東証,その他,5480,5550,5460,5500,8537,46985780
1543-T,純パラジウム上場信託（現物国内保管型）,東証,その他,21400,22090,21400,21900,683,14918730
1545-T,NEXT FUNDS NASDAQ-100連動型上場投信,東証,その他,5290,5310,5270,5300,4580,24223200
1546-T,NEXT FUNDS ダウ・ジョーンズ工業株30種平均株価連動型上場投信,東証,その他,19660,19930,19560,19750,5307,104561320
1547-T,上場インデックスファンド米国株式（S&P500）,東証,その他,2639,2641,2620,2623,17290,45530730
1548-T,上場インデックスファンド中国H株（ハンセン中国企業株）,東証,その他,1246,1247,1213,1220,3920,4831880
1549-T,上場インデックスファンドCNX Nifty先物（インド株式）,東証,その他,1473,1473,1400,1449,10280,14815100
1550-T,MAXIS 海外株式（MSCIコクサイ）上場投信,東証,その他,2059,2059,2032,2040,34870,71434510
1551-T,JASDAQ-TOP20上場投信,東証,その他,4090,4090,4020,4035,1020,4139950
1552-T,国際のETF VIX短期先物指数,東証,その他,725,757,721,754,2603849,1922180895
1554-T,上場インデックスファンド世界株式（MSCI ACWI）除く日本,東証,その他,1814,1825,1800,1816,7890,14281890
1555-T,上場インデックスファンド豪州リート（S&P/ASX200 A-REIT）,東証,その他,1549,1551,1509,1547,5100,7849080
1557-T,SPDR S&P500 ETF,東証,その他,24000,24320,24000,24180,2377,57394260
1559-T,NEXT FUNDS タイ株式SET50指数連動型上場投信,東証,その他,2920,2920,2880,2880,2729,7913191
1560-T,NEXT FUNDS FTSEブルサ・マレーシアKLCI連動型上場投信,東証,その他,4770,4770,4600,4685,1759,8296625
1561-T,国際のETF VIX中期先物指数,東証,その他,33300,34100,33300,33550,434,14751650
1562-T,YOURMIRAI アジア関連日本株指数上場投信,東証,その他,-,-,-,-,0,0
1563-T,マザーズ・コア上場投信,東証,その他,3535,3565,3510,3560,6544,23168655
1565-T,日経カバードコール指数上場投信,東証,その他,16050,16400,16050,16400,5,81150
1566-T,上場インデックスファンド新興国債券（バークレイズLocal EM国債）,東証,その他,57500,58500,57100,58400,542,31284100
1567-T,MAXISトピックスリスクコントロール（5％）上場投信,東証,その他,-,-,-,-,0,0
1568-T,TOPIXブル2倍上場投信,東証,その他,15250,15560,15110,15470,1115970,17052090000
1569-T,TOPIXベア上場投信,東証,その他,4335,4360,4300,4320,20230,87483550
1570-T,NEXT FUNDS 日経平均レバレッジ・インデックス連動型上場投信,東証,その他,15250,15580,15170,15480,17281086,265109641980
1571-T,NEXT FUNDS 日経平均インバース・インデックス連動型上場投信,東証,その他,2381,2389,2356,2365,643540,1529614786
1572-T,中国H株ブル2倍上場投信,東証,その他,11770,11830,11310,11490,22470,260904900
1573-T,中国H株ベア上場投信,東証,その他,12050,12440,11800,12380,14740,178979000
1574-T,MAXISトピックスリスクコントロール（10％）上場投信,東証,その他,-,-,-,-,0,0
1575-T,ChinaAMC CSI 300 Index ETF-JDR,東証,その他,638,638,600,601,2470,1520960
1576-T,南方 FTSE 中国A株50 ETF,東証,その他,539,539,507,529,2120,1109000
1577-T,NEXT FUNDS 野村日本株高配当70連動型上場投信,東証,その他,22580,22580,22460,22500,5100,114773070
1578-T,上場インデックスファンド日経225（ミニ）,東証,その他,1615,1626,1580,1595,971,1556840
1579-T,日経平均ブル2倍上場投信,東証,その他,15960,16290,15870,16190,1170940,18796044500
1580-T,日経平均ベア上場投信,東証,その他,6370,6410,6320,6340,15420,98150600
1581-T,iシェアーズ 先進国株ETF（MSCIコクサイ）,東証,その他,6600,6600,6390,6470,2080,13593020
1582-T,iシェアーズ エマージング株ETF（MSCIエマージングIMI）,東証,その他,5070,5160,4955,5080,2573,12977215
1583-T,iシェアーズ フロンティア株ETF（MSCIフロンティア100）,東証,その他,3450,3555,3350,3400,769,2625235
1584-T,サムスンKODEXサムスングループ株証券上場指数投資信託,東証,その他,510,510,510,510,10,5100
1585-T,ダイワ上場投信・TOPIX Ex-Financials,東証,その他,-,-,-,-,0,0
1586-T,上場インデックスファンドTOPIX Ex-Financials,東証,その他,1285,1297,1278,1282,45,57887
1587-T,iシェアーズ 米国超大型株ETF（S&P100）,東証,その他,11040,11040,10580,10750,976,10661540
1588-T,iシェアーズ 米国小型株ETF（ラッセル2000）,東証,その他,13760,13920,13700,13700,44,608700
1589-T,iシェアーズ 米国高配当株ETF（モーニングスター配当フォーカス）,東証,その他,8620,8720,8620,8690,1641,14265640
1590-T,iシェアーズ 米国リート・不動産株ETF（ダウ・ジョーンズ米国不動産）,東証,その他,9070,9300,9050,9100,1310,12067540
1591-T,NEXT FUNDS JPX日経インデックス400連動型上場投信,東証,その他,13960,14020,13840,13970,144336,2008709190
1592-T,上場インデックスファンドJPX日経インデックス400,東証,その他,1265,1272,1255,1266,28119,35507602
1593-T,MAXIS JPX日経インデックス400上場投信,東証,その他,14020,14130,13940,14080,11390,159975830
1595-T,NZAM 上場投信 東証REIT指数,東証,その他,1741,1840,1676,1840,800,1420950
1596-T,NZAM 上場投信 TOPIX Ex-Financials,東証,その他,-,-,-,-,0,0
1597-T,MAXIS Jリート上場投信,東証,その他,1665,1688,1664,1687,7250,12147180
1598-T,NEXT FUNDS R／Nファンダメンタル・インデックス上場投信,東証,その他,18000,18000,17970,17970,6,107850
1599-T,ダイワ上場投信-JPX日経400,東証,その他,14000,14030,13900,14030,5658,79037010
1605-T,国際石油開発帝石,東証1部,鉱業,1222.0,1267.5,1214.5,1229.5,11122400,13838715600
1606-T,日本海洋掘削,東証1部,鉱業,2950,3080,2950,3020,117000,352783000
1610-T,ダイワ上場投信-東証電気機器株価指数,東証,その他,-,-,-,-,0,0
1612-T,ダイワ上場投信-東証銀行業株価指数,東証,その他,209,209,205,207,2500,519400
1613-T,東証電気機器株価指数連動型上場投資信託,東証,その他,1870,1871,1870,1871,120,224430
1615-T,東証銀行業株価指数連動型上場投資信託,東証,その他,221,226,221,226,1683800,378058300
1617-T,NEXT FUNDS 食品（TOPIX-17）上場投信,東証,その他,29790,29790,29030,29030,43,1268770
1618-T,NEXT FUNDS エネルギー資源（TOPIX-17）上場投信,東証,その他,10720,11430,10720,11250,498,5581190
1619-T,NEXT FUNDS 建設・資材（TOPIX-17）上場投信,東証,その他,20070,20450,20070,20360,251,5074160
1620-T,NEXT FUNDS 素材・化学（TOPIX-17）上場投信,東証,その他,18400,18670,18400,18670,22,408570
1621-T,NEXT FUNDS 医薬品（TOPIX-17）上場投信,東証,その他,21390,21390,20580,20960,449,9378840
1622-T,NEXT FUNDS 自動車・輸送機（TOPIX-17）上場投信,東証,その他,22300,22820,22250,22770,9576,217523940
1623-T,NEXT FUNDS 鉄鋼・非鉄（TOPIX-17）上場投信,東証,その他,20630,20630,19960,20420,69,1400750
1624-T,NEXT FUNDS 機械（TOPIX-17）上場投信,東証,その他,27900,27900,27760,27760,36,1004260
1625-T,NEXT FUNDS 電機・精密（TOPIX-17）上場投信,東証,その他,14800,14940,14790,14940,62,917800
1626-T,NEXT FUNDS 情報通信･サービスその他（TOPIX-17）上場投信,東証,その他,17750,17750,17530,17630,171,3012950
1627-T,NEXT FUNDS 電力・ガス（TOPIX-17）上場投信,東証,その他,9310,9310,9140,9250,145,1332940
1628-T,NEXT FUNDS 運輸・物流（TOPIX-17）上場投信,東証,その他,17150,17300,17100,17300,26,445360
1629-T,NEXT FUNDS 商社・卸売（TOPIX-17）上場投信,東証,その他,26810,26810,26320,26620,122,3234680
1630-T,NEXT FUNDS 小売（TOPIX-17）上場投信,東証,その他,19540,19610,19370,19610,26,507260
1631-T,NEXT FUNDS 銀行（TOPIX-17）上場投信,東証,その他,12990,13150,12920,13150,124,1618660
1632-T,NEXT FUNDS 金融（除く銀行）（TOPIX-17）上場投信,東証,その他,13890,13890,13330,13500,73,981450
1633-T,NEXT FUNDS 不動産（TOPIX-17）上場投信,東証,その他,33650,33750,33400,33750,73,2452600
1634-T,ダイワ上場投信・TOPIX-17 食品,東証,その他,30850,30850,30850,30850,3,92550
1635-T,ダイワ上場投信・TOPIX-17 エネルギー資源,東証,その他,-,-,-,-,0,0
1636-T,ダイワ上場投信・TOPIX-17 建設・資材,東証,その他,22620,22620,22620,22620,18,407160
1637-T,ダイワ上場投信・TOPIX-17 素材・化学,東証,その他,19830,19830,19820,19820,34,674080
1638-T,ダイワ上場投信・TOPIX-17 医薬品,東証,その他,21430,21430,21160,21210,66,1400140
1639-T,ダイワ上場投信・TOPIX-17 自動車・輸送機,東証,その他,22800,23160,22800,23030,29,667260
1640-T,ダイワ上場投信・TOPIX-17 鉄鋼・非鉄,東証,その他,-,-,-,-,0,0
1641-T,ダイワ上場投信・TOPIX-17 機械,東証,その他,-,-,-,-,0,0
1642-T,ダイワ上場投信・TOPIX-17 電機・精密,東証,その他,-,-,-,-,0,0
1643-T,ダイワ上場投信・TOPIX-17 情報通信・サービスその他,東証,その他,-,-,-,-,0,0
1644-T,ダイワ上場投信・TOPIX-17 電力・ガス,東証,その他,9280,9300,9280,9300,4,37140
1645-T,ダイワ上場投信・TOPIX-17 運輸・物流,東証,その他,-,-,-,-,0,0
1646-T,ダイワ上場投信・TOPIX-17 商社・卸売,東証,その他,29490,29490,29490,29490,1,29490
1647-T,ダイワ上場投信・TOPIX-17 小売,東証,その他,20290,20290,20290,20290,50,1014500
1648-T,ダイワ上場投信・TOPIX-17 銀行,東証,その他,14100,14100,14100,14100,30,423000
1649-T,ダイワ上場投信・TOPIX-17 金融（除く銀行）,東証,その他,13770,13810,13770,13810,114,1572340
1650-T,ダイワ上場投信・TOPIX-17 不動産,東証,その他,-,-,-,-,0,0
1662-T,石油資源開発,東証1部,鉱業,3460,3585,3440,3480,423100,1489333500
1663-T,K&Oエナジーグループ,東証1部,鉱業,1617,1662,1608,1639,20900,34218400
1670-T,MAXIS S&P三菱系企業群上場投信,東証,その他,140,146,140,144,1400,201500
1671-T,WTI原油価格連動型上場投信,東証,その他,3005,3070,3000,3055,641840,1945091145
1672-T,ETFS 金上場投資信託,東証,その他,-,-,-,-,0,0
1673-T,ETFS 銀上場投資信託,東証,その他,1582,1582,1582,1582,200,316400
1674-T,ETFS 白金上場投資信託,東証,その他,-,-,-,-,0,0
1675-T,ETFS パラジウム上場投資信託,東証,その他,-,-,-,-,0,0
1676-T,ETFS 貴金属バスケット上場投資信託,東証,その他,-,-,-,-,0,0
1677-T,上場インデックスファンド海外債券（Citi WGBI）毎月分配型,東証,その他,57800,58000,57700,58000,210,12153000
1678-T,NEXT FUNDS インド株式指数・CNX Nifty連動型上場投信,東証,その他,137,138,135,136,346600,47402900
1679-T,Simple-X NYダウ・ジョーンズ・インデックス上場投信,東証,その他,19310,19310,19170,19290,660,12724200
1680-T,上場インデックスファンド海外先進国株式（MSCI-KOKUSAI）,東証,その他,2083,2083,2055,2072,30100,62376840
1681-T,上場インデックスファンド海外新興国株式（MSCIエマージング）,東証,その他,1265,1289,1255,1280,18060,22969970
1682-T,NEXT FUNDS 日経・東商取白金指数連動型上場投信,東証,その他,216,218,207,212,7800,1650600
1683-T,国内金先物価格連動型上場投信,東証,その他,3950,3950,3950,3950,150,592500
1684-T,ETFS 総合上場投資信託,東証,その他,-,-,-,-,0,0
1685-T,ETFS エネルギー上場投資信託,東証,その他,-,-,-,-,0,0
1686-T,ETFS 産業用金属上場投資信託,東証,その他,-,-,-,-,0,0
1687-T,ETFS 農産物上場投資信託,東証,その他,-,-,-,-,0,0
1688-T,ETFS 穀物上場投資信託,東証,その他,-,-,-,-,0,0
1689-T,ETFS 天然ガス上場投資信託,東証,その他,8,9,8,8,4000,32300
1690-T,ETFS WTI 原油上場投資信託,東証,その他,1220,1236,1199,1234,9550,11657760
1691-T,ETFS ガソリン上場投資信託,東証,その他,-,-,-,-,0,0
1692-T,ETFS アルミニウム上場投資信託,東証,その他,-,-,-,-,0,0
1693-T,ETFS 銅上場投資信託,東証,その他,-,-,-,-,0,0
1694-T,ETFS ニッケル上場投資信託,東証,その他,1487,1487,1487,1487,20,29740
1695-T,ETFS 小麦上場投資信託,東証,その他,119,120,119,119,15200,1808900
1696-T,ETFS とうもろこし上場投資信託,東証,その他,-,-,-,-,0,0
1697-T,ETFS 大豆上場投資信託,東証,その他,-,-,-,-,0,0
1698-T,上場インデックスファンド日本高配当（東証配当フォーカス100）,東証,その他,1671,1673,1645,1667,4460,7425910
1699-T,NEXT FUNDS NOMURA原油インデックス連動型上場投信,東証,その他,485,496,483,495,2414450,1179537140
1711-T,省電舎,東証2部,建設業,624,680,624,675,12100,7924500
1712-T,ダイセキ環境ソリューション,東証1部,建設業,1309,1381,1309,1368,97900,132820600
1716-T,第一カッター興業,JQスタンダード,建設業,915,933,915,924,16400,15191500
1717-T,明豊ファシリティワークス,JQスタンダード,建設業,325,334,325,332,61300,20209500
1718-T,美樹工業,JQスタンダード,建設業,321,331,318,331,38000,12447000
1719-T,安藤・間,東証1部,建設業,784,789,770,782,3004400,2349938900
1720-T,東急建設,東証1部,建設業,1109,1114,1084,1110,1571700,1731249400
1721-T,コムシスホールディングス,東証1部,建設業,1534,1544,1516,1524,991400,1513169800
1722-T,ミサワホーム,東証1部,建設業,853,873,843,863,199800,172201900
1723-T,日本電技,JQスタンダード,建設業,1145,1145,1121,1143,800,903600
1724-T,シンクレイヤ,JQスタンダード,建設業,290,308,289,307,14100,4218300
1726-T,ビーアールホールディングス,東証2部,建設業,329,340,328,338,11300,3785200
1728-T,ミサワホーム中国,JQスタンダード,建設業,230,235,230,235,9000,2100000
1730-T,麻生フオームクリート,JQスタンダード,建設業,313,313,298,298,6000,1835000
1734-S,北弘電社,札証,建設業,396,400,396,400,9000,3573000
1736-T,オーテック,JQスタンダード,建設業,885,885,874,875,22900,20151200
1737-T,三井金属エンジニアリング,東証2部,建設業,873,885,873,885,2000,1758000
1739-T,シード平和,JQグロース,建設業,2188,2188,2020,2111,17000,36051400
1743-T,コーアツ工業,東証2部,建設業,-,-,-,-,0,0
1743-F,コーアツ工業,福証,建設業,-,-,-,-,0,0
1757-T,クレアホールディングス,東証2部,建設業,41,42,40,41,123400,5077900
1758-T,太洋基礎工業,JQスタンダード,建設業,762,775,762,775,4000,3069000
1762-T,高松コンストラクショングループ,東証1部,建設業,2500,2538,2455,2531,19800,49681400
1764-T,工藤建設,東証2部,建設業,219,219,218,218,6000,1309000
1766-T,東建コーポレーション,東証1部,建設業,8160,8160,7950,8120,18600,150044000
1768-T,ソネック,東証2部,建設業,610,618,609,616,6400,3930100
1770-T,藤田エンジニアリング,JQスタンダード,建設業,490,496,490,496,4000,1971000
1771-F,日本乾溜工業,福証,建設業,438,438,430,430,2000,868000
1773-T,ワイ・ティー・エル・コーポレーション・バーハッド,東証1部外国,建設業,-,-,-,-,0,0
1775-T,富士古河E&C,東証2部,建設業,302,308,297,300,21000,6381000
1776-T,三井住建道路,東証2部,建設業,219,230,217,227,169000,37457000
1780-T,ヤマウラ,東証1部,建設業,591,595,579,585,22500,13211000
1782-T,常磐開発,JQスタンダード,建設業,529,546,528,541,257000,136381000
1783-T,アジアゲートホールディングス,JQスタンダード,建設業,66,68,66,68,99600,6608800
1787-T,ナカボーテック,JQスタンダード,建設業,1153,1153,1111,1111,2000,2264000
1788-T,三東工業社,JQスタンダード,建設業,164,164,162,162,6000,976000
1789-T,山加電業,JQスタンダード,建設業,420,429,420,421,9100,3846400
1793-T,大本組,JQスタンダード,建設業,920,920,920,920,2000,1840000
1795-T,マサル,JQスタンダード,建設業,445,450,445,450,3000,1340000
1798-T,守谷商会,JQスタンダード,建設業,247,251,247,251,12000,2978000
1799-T,第一建設工業,JQスタンダード,建設業,1275,1299,1270,1297,4500,5800000
1801-T,大成建設,東証1部,建設業,826,827,808,818,18323000,14991014000
1802-T,大林組,東証1部,建設業,1062,1070,1047,1054,9374000,9912293000
1802-F,大林組,福証,建設業,-,-,-,-,0,0
1803-T,清水建設,東証1部,建設業,1188,1208,1171,1180,10616000,12564914000
1805-T,飛島建設,東証1部,建設業,245,250,242,246,6544300,1608376300
1807-T,佐藤渡辺,JQスタンダード,建設業,260,283,260,272,45000,12049000
